read_name	target	strand	count	score_prefix	score_suffix	log_p	offset	ticks	mod	CGG_methylation
c7d6e6a2-8ee4-49cd-827e-dc5cc50f572d	fmr1	+	496	4.543566906849143	4.949225613391064	-49903.5106883969	8556	16042	000000000010000000000000000000000000000000001000000000000101000000000000000000000000010000000000000000000000100000000100000000000000000000001000100000000000000001000000000000001000000010100000100000001000000000000000100000000000000000000000000000000100011001000000010001010010000000000000000000011000000010000000000000000010000110000000000000000000010000001010000000000000000000000000010000000001010000011100000010000010000000000000100000110011111001110110111111	60
de1abf1f-0f72-45cf-bb21-b62001b7e2f0	fmr1	+	530	5.007175914028235	5.701000648378141	-57200.54018120173	8919	19102	1110101010001111110000000001100000011001111100110000010001111011110011001011010010000100000100000111000011001110000101100111101100100010100111011001111010000000100000000001110101100011010001100010100000010001010110110111011000001011011001000001100111011110111101010110110010000100100110010101001000011000000001000111010110000000011100001000110000000100001000000000101000010000000000000001100000000000000000100000001010011010010011000001000010010000000000001000111000100000110000001000	173
7e3aaa1d-b2da-4446-8c3f-4bce48108b1f	fmr1	+	543	5.402984201091609	4.504547062731054	-56018.563997067984	8413	16888	0111110000000000000000000100000000000000000000000101000000011000101000100001110000000000001000111010010010010110110100000000000000000000000010000000010000000001000100000100000010000000000000000000000000000000000100000010000000100000000000000000010100000000000000000000001010000000000001010000000000100000000000010000000000000010000100000001001000000000000000000000000010000000000000000011000000010100000000010000100000000000001010000000000000100000000000000000000000010000100001000000001000000000000	64
06a42c1f-160b-4fd4-b6a4-1d4cb1b41e37	fmr1	+	536	5.847477265876206	5.0078149610950105	-61731.49984619129	8835	19207	000011010011011110000000000000100010000001000000000110110010000000000000010000001010010001001001000000000001100000100000000000000000000001001001100110010100100000000000000011100100010000000001001000001000001000000000000000010000000000010100000000001000000100000000001000010000000000000000001000000010100000011000010001000100010010010000000000000010000000101000001101000001100000100000010001000000100011010100110000010011100000000000000000010000000000011000000110000000000100000000	91
512a0b10-7583-4cc8-8154-2a1b475af748	fmr1	-	1471	3.6365121397087954	5.8891130013629285	-267299.75568336085	14470	59214	01010111010000100111101101010111011111001101111110010001001101011000100110001000101100111101010011011010111100011111010110011110101001101011101100100010000110101000010100101110111010000100101011010111001011100101010111111010101111000101011110010110110101110111110101111001110111111011011110110110101101010110111111101101101111111110001000111011001100100111111111111111100011001100110110001000101100101111001011111000111010111001011010100010101010001100100101111100110010010010111101111110001110110011000110110010001000011111001110111100110010111110110110011010101110100101010001000110011001011010011000011011011110010111111011111011011100101010101101101010010001011010111100110101011110111001001010110101101010010010100101011011001011001101101101100011101011010101011011011010101111110010011011001101011111111010011100101111000000111001010100101001011001111111100011101011011011101100101100101001011011011111111110010111010111010001000001010111110011111011100010010100010110111011110011101101111010101111101001110011110100000010101111101011111110101101011100111010000101111101011101111111010111110101100011001111101001101110111011101100101000110100110001101011110001111010101101010101101110101001101110011100010111110111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111011111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111	1217
651c1342-0358-44d2-a9bf-edc94ee36acb	fmr1	+	570	4.866470288575766	5.661479171172146	-60257.20602404921	9227	18127	0011101101111011110111011100000111100100100010010100110010010000011111101100111111111111100001101101011000000111101110011111111101111111111111110011111011111011110111101111101111110111111111111111011101010010100111111111110111111111111110011110101111111111111111111110101111110101111011111011111111111011001101001011111111111111101100111111111110101111111001000000110000000001000000000111000000001001111011111111111011111111111110111110011111111111010101111101011101101111100001110111001010001111110110111010110101	357
e7a8f706-caf4-4839-a4cc-f3fd1b687604	fmr1	-	410	6.615359306974213	5.206045416337025	-61312.93057624268	51692	13043	1111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111101111111111111111111011111111111111111111111111101111111111111111111111111111111111101111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111	427
99e9d840-f099-4b05-91fe-97d637226b7f	fmr1	+	546	5.325453780626467	6.417590447555205	-53898.13953666559	7923	17633	000000010000000000000000110000000010101001010001001100000000000000111001000010010100100000000100000010001100010000010011000000000000000010110000000000000000001001100000010111001001000001000010000001001001000100000000011010000001100010000000110001000001000100100000000000001100010000000000000000000000000000000010000000000000000011000000100000000101000000001000000000000010110101110000000010100011001000000100100000000000000010100000000000100100100000000100001000000000000000100000100000000000000100001000	92
5bd54f78-378a-498a-834f-91a2e3716ba6	fmr1	-	317	5.440247962917138	3.8237537202380953	-48659.01804548847	61919	9838	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111101111111111111111	319
cb35b270-7037-46bb-b1e5-a9b7eb90512a	fmr1	-	475	6.595081230972421	4.719819012362979	-55117.46870519468	27964	12260	1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111101111111111111111111111111111111111111110011111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111101111111111101111110011111011111111111111	478
4d5f8b20-0ae9-45f9-84a8-61bab63d7dd9	fmr1	-	381	6.422246040458731	4.08358634478673	-56380.7347356085	59788	12007	1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111	413
0dfb0e6b-2d0f-47c2-8f7f-e347ff5fda1e	fmr1	+	493	5.608805950422933	4.996913863201531	-48156.3938928498	8167	15307	0011110010100000000000000100000000000110010010011001000000011011000001011000000000001000010111000000000001100010000010000000010000010110100000101000011000000101000111010000101110000000000110000110010001100000001010100101100111111100000111110000000100000010000000100000001010000000010000000001000110110000001000000011101100110100000010100011000010111000100100010101011001101101010100000000011100010000010000000001010110000001000111100101110100000001001100000	138
3894f08a-8a7d-4062-9543-d07df6b1b842	fmr1	-	482	5.961399313668224	5.466036786553344	-63567.20780962894	63783	14335	111110111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111110111111110110	487
d080d231-7563-44a9-b545-ae6398500c37	fmr1	-	310	5.294418445417528	5.076002250104051	-39667.883845449054	64240	8488	11111111111111111111111110110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111011111111110110111101111111101111111111111111111111111111111111111111111111111111111111111011111111111111011111111111111111111111111111111111111111111111111111111111111111111011111	312
c02d98f8-0d22-49be-9cc1-5c0d2711ec3b	fmr1	-	285	6.607651962014725	5.171553995464247	-68064.24960648532	59853	13990	1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111	310
2f346612-588a-4180-9184-083adbacef98	fmr1	-	1134	4.272364435579196	5.465836911296034	-231693.59359483627	30083	48556	01011110101111111101111111010111011000101101010001111011001011000101111010001010111011111110110100111100100111001010111010101111001011111001110110111101101010110010001100111011011101111000101010011001111111110110111011011011110110111101001001101011001101101001001111010101011000101010101010110100100110110101101110011100101100100010101111111010101110110101110000101110101110000101001110101100011111100010101100000011111110111101111111111101100100111110101010011101011000101011001011011101011111111111010011111101011001001101100110101101000101010111111011110110010100011110110111000111011010111011011000110111101111111111101111111001100100001111011101110010110100011001001101011111111011010001010101101011101111111111011100010111111110101101011001111101011011100110111001110110000010000110011001000010111111101100111101011101111010111010101010000111011111011001110010110111111010011101101111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111	1005
69c36046-ae8c-4d14-a896-cfa60a2028f4	fmr1	-	416	7.074841206945496	5.9671122556420855	-61683.427022871016	61157	13925	11111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111	427
69fa3a51-f12b-4481-8466-820ee68cb090	fmr1	+	530	4.6450413340472485	5.472575752440347	-59515.59642167154	10055	19482	001001000000010010000010100001000001011001000111111111101100011101000100010001100000000001100101011000111100111011000000000100010101001010000000000000000000001110000000000101000000000010010000010000110010111010110101001001101111000011100110011001000100100101110101111110100110000011111010011010101101101111111101100000000001000000010111100000110100000010000000000000001000010000000000000000000000000000000000000000000000000000000000000010001000000000000000000110000000000000010000100111110011	151
a845b2e2-8b54-43f5-bae1-e8a7f0cd98cb	fmr1	+	540	5.540782266144888	4.617323875427246	-53664.19594613649	8779	17699	0000100000010011011000000000000000001000000001001000000000000000011000001010000010000001000000000001100000000000000000000000000101001100000001000000000000011111110011000010000100100000000000000010100000100110000000110000000000000000000000100011100001000000000100100011000010000000000000000000000010011100001000001000000100000001000100000000000000000000011100101100000000000100001100100011100000111100001110100010010111101101001111100000011101001110010000000010000001101100001000110001010100010100010000	117
6b389372-1212-4237-a01f-5cd10f1bed97	fmr1	+	535	2.5695523381729624	5.039891113786195	-86128.42787438426	4753	19731	11110100001110011011010111100111100101111111100100011001111111111110111111111110111101111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111011111110110111111111111110111111111111111011111111111111111111111111111111111110111111111111111111011111111100111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111	501
0fc60c97-7d6e-43c6-8212-f3b297624ecd	fmr1	+	543	5.327760998479921	5.125902996518568	-55369.25316781816	8305	17733	0000000000000000000000100001010011101101100010100001000000100000000000000000000100000001001000000010011100000111110011010011011000100100100010010100000001100000000010000110000000010000000000010000101110000010000010100100000100000000000110000000110001001110000010000000010100000100100001010010000100000100010100100000110001110011100001000000010010000000000000001000001000111111001000100000000000000010001000101000000000000100001000111001100100100000000000011010100001001010000000000	117
4e0431d2-1f13-4c66-8abe-7ebb5f69887c	fmr1	-	488	5.41348358649942	5.275583066820904	-54003.347951798685	61208	12769	111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111001111111111111111111110110111111000000000000011101101111001111111110010101101101111111111110111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011001111111111111111111111111111111111111111111111111111111	453
8f2eb2fa-9592-4e49-b858-583a4d841971	fmr1	+	536	5.211992993136845	5.325911273902267	-57115.48706215379	9647	19243	00000010001000100001000000111000100101010000010001000000010011001100010011000100100000001000000000000001001000000000100001000000100010000000001001000011110000010011000000000001000000000001000000000100100000000000001000000001000000000000010001000101001111000001100100000000000000000000001000000000100000000000100000000000000000000000000000000100000000000000000000000000001000010011000000000100100100111100000011001000000000000001000000000000000001000000000000000000000000000000011110110111000000000000	85
aebce8e0-e64f-4cc0-9408-3fc50863802b	fmr1	+	531	4.350574964887641	5.5131232988216645	-68502.64331890292	10004	19759	111111110111110110101001111101111111001110110111110111111111101101111110100111111111111111101110011111011010101111100001111110111111101111110111110000101101111111111111101111100000011101000000010000001111110111010001111000000000000001100010011010111111100001101010001010011110101110011000101111001101111011110101010011111111110111111111111101111111111111111111011110001000000110010111001000111110001111100101111111110110011111110111110011011111110001000101010110110010111111011100110011010100000010011111	330
56f1de6e-91dc-4f16-934b-8c6aa2e91860	fmr1	+	533	5.8784609973659006	5.6399176295916815	-53188.50823105961	7892	16244	010001111100000000000000000000010000000000000000000000001010000000100000000100010000000000000000000100000000000000000000000000000000000000000100100000100000000010000000000000000000000000010110000001011000110000100111000000000000000011010110000000000000000000010100011000010000010010011000010111011111000000010000000000000000100000000000000000000010110000011000000001000010000000000000001000000110111110101010000000000111010000000000000000010001000010100111011111010011000010010000000101000000000	95
d9415039-cc3e-47f8-92ce-263ad17006a2	fmr1	-	415	6.314112191248422	5.487739351512527	-65384.52747663327	61661	13793	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111110111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111110101101010011100000100010100101111111111111111111111111111111111111111111111111111111111111111111111111111111	442
302cde6f-b791-4907-a58a-e0ffc859e7ba	fmr1	-	447	5.909734724813433	5.38407788329182	-72005.52809438306	71224	16157	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111	441
4c6d8b70-5316-4d0d-a612-c46479b333b8	fmr1	+	554	4.988148056948424	5.050199048552073	-59891.849199619246	7810	17696	0000000010000000000110010100000000000011000000000001010011000100000000001000000010000000010001000000010100000000100010011000000010000011010000001000000000001010000000000000001000000000100000000000000000000000000000101000000000000000000000000000000000000000000000000000001000100101000000000000000000000000001000100001000001000000000000001010000000000100001011000000000000000001100000000000000000010010000000000010000000000000000101000100010001001100000000010000000000000000	60
d84be239-26f6-44ea-a0a4-e601f05ddbad	fmr1	-	445	5.730264353197675	4.526561360597958	-59197.62829485058	61403	13291	111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111	459
31bd6b98-a96a-4966-aa05-df4695531ccf	fmr1	-	437	6.532670515603508	5.547723125708616	-64330.20024817678	69115	14649	1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111000111111111110111111111101011011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111	474
948c81eb-43c3-4fa9-b249-baf173b0ff21	fmr1	+	561	5.961248253199935	4.759027887658228	-50439.3503316899	7687	15343	0000000101101000000110100000000000000000000000001000001010000111000100000100101100010000000010010100100100001000001100001001000110000110000001100100000001001000000000000010001000000000000001000000000000000000000001000000000000000000000000000000010010100000000000000000000000000000000000000011001100000000000000000001001101010000100001000110000010110000100000000001010010000000001000000101000000100001000010110000000000000110001000001000000001100000000000011000000000000000000000010000000000000110000010111000000	88
c7e75f53-cb0d-444c-a921-572e778caa7f	fmr1	+	586	4.70199696433298	4.706814026233076	-60045.53821120955	9381	18336	01010111101000000101110110111110000100011011101100000101100000000000010000000001111110000001010000000000101000111101101000100000000011000001111000100010101000000001000100000010010000000000000000000010010100010001001011000000000010000010010000101000001001011000100010100100100100000001010010001010110100000000000111001100001100000011111000000000100111000000000000000000110011100010000000010000010100001000000100100100000000000000001000010100000100010001110110000000100000000000100100111010001011000000000100100001100000100011100	150
44de39e4-00d2-4d27-a939-a8abffcc8945	fmr1	-	457	5.8226706004825655	6.475652134018456	-63922.31813657609	58976	14421	1111111111111111111101111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111101101011010110000110001100000001100101010011111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111	461
d8beed70-49e2-490f-89d7-b0f77461a9ad	fmr1	+	537	3.606226149958746	5.1168959011773545	-56417.190814668254	8972	18096	0000000000000000000000010000100100000100000000000010001110001001000100000000000000001000100000000000010000000000000000000100000000000000100000000000000000000000011110000000000000000010000000001000000001001000000000000000011111000000000000000100000010100000000000000000010000000010010010000001010010010100010001000000000001000000110000000000000000000000000000000110100000100000100000000000000000001000100100001000000000000000000000001000000000011000000000001000000000000000000010100000000000000000	61
0e42a2bf-c6b1-4914-aa85-18753b81928f	fmr1	-	444	5.079211040296053	4.919221265010219	-66425.9041827378	60698	14496	110111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111	465
cce69997-bd74-4906-95b1-78cbf5808f54	fmr1	-	472	6.466052262567477	5.427080377412032	-62529.68695643861	62161	14207	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111	473
660fee26-f5a8-430b-a9f2-39e695f16026	fmr1	-	1260	3.461194847613988	4.386501374076501	-249049.7340927157	48107	52977	101110100010111110000100101111010101011010101011101011111010010001110110111001111000100000100111111100000011010010011111101011111111010111010011001111011111001111001001110101101101111111110000000000011101111000000110011101101011010010000110101110001010111000011111011111010110011001101111100101111011111100100100111101011101101010001000011111110111111110111111111111111100100101000011110000001011010000011110000011010011001111111111111101101111110111001110111111101101110101100011111111110101101111110100111111111100111010111000100110110110001101101000101101101010101110110001101010111010111111110010111111111000111011100111101111001111101010100011110000111011101011111010100001100111111011010111100111101110101100111001101000101111001111101011111101111101010110011110111111111100111111001011110011100100110010000000001001010101100101010110110110011101111011101111011111011111111011110011010011111111111100111011010001111110111100001111111111001101110111011111111111110111101111011111111111111111111110111111111111111111101111111111110111111111111111111001101100010101011111111111111111111111111111111111111111111111111011111111111111111111111110111111111111110111111011111111111111011011111101111111111101111111110111111111111111111111111111111101111110111111111110111101111111101111111101110111111111111111111111111111110111111111111110011111111111111111111111111111111111111111111111111111101110011111111111111111111111111111111111111111111111111110111111111101111101011101111001111111111111111111011111101111111111111	1118
4b7aaed0-b415-431d-b33f-b2ccac5afa3d	fmr1	+	507	5.815800942665289	5.72576745674435	-53189.16362877942	9362	16504	00000000110000000000000000000000000000000001001000110000000000000000000000000000000000000000000000001000000110011000100000001000111001110000000001010000101110100001010000001001001000100011000000000000000000001000000101000100000000001000101100000011000010000101000100000000000010010110000111011001000010000000000000000100000100000000010000000000000100000000000000000000000000000000000000000000000000000010001000000100000001000000000000000000000000000000000000000000000	67
d9dd08cd-b303-485d-babe-f45de2177b5a	fmr1	-	498	5.099908725849326	6.133041910702824	-67172.35936367587	59441	14833	1111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111110111111111110111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111110011	515
c524e6e9-2654-4ff7-9f48-04c108ac8df0	fmr1	+	546	3.720228735403397	5.761080588654076	-58640.44171319864	8326	18773	0000000001111000010000000000000001000001000010000010000001100000000000000000000000000000000000000010000000000000000110000000000000000010000000000010000001001000000000010000001000000100000000010100110000001010001000100000000000000000000000100000001001000000000000000010010000000010000010000000000011000000000000000010000000000000000000000000000000000000000000000000000001000000100000000000000100000000000101000100010000000011001001001000000000000000000000010001100001001000000000000000000000000000000000000	56
d9081a5b-8519-477d-ac80-7e673feb7e3c	fmr1	+	544	4.440804923090953	5.875601398792201	-52386.32658698445	8952	18075	00010000100000001000010010100000001100101100000000100001000000000000010001100000000000000000110001000000000000001001100000001000100000001000000000001000000001000000000000001010010000000000000000010000000000000100000100000000001000000000000000100000000000000000001000000000000000000000000000000000000001000110000000100001011000000000001000011000000011000100000100000000000000000100000001010000010000000010000101000000000000010100101000000010000000000000110000000011000000000000000000000001000000000000000010	68
7071edb4-6bd2-45a4-b7b7-d45df5ef7d9e	fmr1	-	315	5.657150938452744	4.376234590022936	-58011.49305507459	57866	11704	1111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111111111111111111111111111111111111	344
86bb8eb1-8a5c-48fc-9912-1f429216a5c9	fmr1	+	488	3.9068314946197593	4.5962685032894735	-65261.40284377571	7971	18122	0101111111111101111111100111011111100111111111111111111000111111111101111111111111111111111111011101001011111110111111111111111011111111111111111110011111111111100011101111111111110011111011111111111011111111111101111110111101111111111111110011011010011111110110011010111011111111111110011111111111011111101111011101111101111111101111111011111111111111111111111111111111111101111111101101111111111011011111111011111111111111111101100111111101111111111111111111110000111100111	406
e393f4c0-1e11-4548-b416-25a59d966256	fmr1	-	450	5.511638065349003	5.816109250992064	-58037.318666558174	59024	12777	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111	472
fbdf62a9-76e5-474b-8ca7-96e2cf870f81	fmr1	-	383	6.644703820633562	6.894274079397823	-58691.40836547833	52163	12600	111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111	398
7d597912-d76d-488e-855c-5b5a0800e18c	fmr1	+	524	4.998878372241657	5.879292044824033	-57909.47830767166	8609	17687	00101011110111100110100110111111111100001111011111101001111011111111100001001010111011111111010110100111110010110100010100110100110111100111111111100111001110110000011001101110000010011100100001100111100001011111011111111111101111000110001111111011100111110111111110111111110111111111011111111111111111010001111111111111111111111110111110110011011110001111001111111111110011111111111011111111111110111111110110101110111111111111010111101111111010011110111110111110111111111	344
ceccb154-17b3-4317-a54c-f3c664d0c768	fmr1	-	454	6.036574330495958	4.559119923409872	-60389.14797882071	58237	14210	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111100111111111111111111111111111011111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111101111111111111111111111111111011111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111	458
9014bd76-192a-40b3-b10d-44a9c685657f	fmr1	+	522	3.5216520597986247	4.0225337715655805	-86192.32401895015	15092	24763	010101010111110101011011010111111011011110110101110111100111111101111010101111010011101111011111111111000011111101111111111111111111111001111111111111111110100111110010111010101111110111011101111111101111101111110011110101111011101101010111110011011101011111111010100011111011101111111111101111111011011111111110110101111110111001111001110100111001110101111110001011101111111001011011011111100111111111011110111101101011101111101101111101011011111110010010010101110110111011111101101001111	363
b6de0cce-29f4-4d19-8e9c-6a9deb5a73e2	fmr1	-	476	7.119808324449183	5.094938371676225	-67404.92747234939	60912	15652	1111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111111111111111111111111111111111110111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111	476
65fb2e59-9bdd-4875-bb62-fb360becb960	fmr1	+	506	6.100538652698386	4.473932031604631	-51926.44850867282	8083	16418	01101100000111111010101101011110000111011111111110110001110011000010001110010000111110000111100111001111111111101011110111111111111111111111111101101011111111001100011100000011100111000111100010111111111111111011011111101111111111111011100111101110101110001111110111101001111111100110011110001111010001111001111111100011010000100010101010011000110000101010101000101101010111000010010000010010001100101000011101111000011110000100100001100010010011110011111111	278
4cf72d54-7030-4b8e-afe1-f9fe9336631a	fmr1	-	416	4.8693210985626285	4.995097957690261	-59191.09506711412	53582	12389	11111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011111111111111111111111111101111111111111111111111111111111111111111111111111111011111111110111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111011010111101111111111111111111111111111111111111111111111	437
142d9788-59a8-4d23-b63f-94eee920a955	fmr1	+	531	4.968842158176944	5.341992291169055	-54335.45289100294	9424	18458	0000100000101001100100100001011100001001100001001010111010010101010101000001001011000011110000111100111101011010001001001000110110000000011001000000001100000010000110001011001000101111101001000000000001101001001010101110001101100101001000111011110000000000000000100000110001100000000110110000001001011011100011001110001101001000000000000000100011000000000000001011010100011110010111010110101100011100110011100100001001000000100001000111000000000010001000001001001000001110000011110000010010010100	177
aa54a0f7-799b-46ae-956c-28ba8177761f	fmr1	-	1194	3.405896535906726	4.003349679100168	-184284.28206263357	21551	38086	10101001011111110011100101101111110011111011000011101111011110101111110110001111011010011101001111111011001110110101110111010101111101111011100111001100111101110001000111010110010100010000100111011101101101111011110011011101110010011010111101000100001101101011011110111011010111010101111101010100110101010100011011111011100111111111011101101011111010100100011001000001101010000101111110001011100001001010111010111011000111101011111011111001111111101011010101000010100110100011001110000101111001001011111101111011101111011101011010001000011110001111111110111101110011111111111100111111010111111011010101111001011100010111000001111010011100110111011110111101001010011101101000011011101101010111110011011011110110011010100101110100100100001000110000101001001111111110010011111010110011110111100101001001110111111101111011101011101110011010011110011011111111010111110010111110011110010111111011101010000000001101000101011010111010011111011011101011111100110110011110001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111010111111111110111111111111111111111111111111111111111111111101111111111111111011111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111110111111111111111111101111111111111111111111101111111111111111111111111111111111111	1032
aa54a0f7-799b-46ae-956c-28ba8177761f	fmr1	-	1194	3.405896535906726	4.003349679100168	-184284.28206263357	21551	38086	10101001011111110011100101101111110011111011000011101111011110101111110110001111011010011101001111111011001110110101110111010101111101111011100111001100111101110001000111010110010100010000100111011101101101111011110011011101110010011010111101000100001101101011011110111011010111010101111101010100110101010100011011111011100111111111011101101011111010100100011001000001101010000101111110001011100001001010111010111011000111101011111011111001111111101011010101000010100110100011001110000101111001001011111101111011101111011101011010001000011110001111111110111101110011111111111100111111010111111011010101111001011100010111000001111010011100110111011110111101001010011101101000011011101101010111110011011011110110011010100101110100100100001000110000101001001111111110010011111010110011110111100101001001110111111101111011101011101110011010011110011011111111010111110010111110011110010111111011101010000000001101000101011010111010011111011011101011111100110110011110001111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111111111111111111111111010111111111110111111111111111111111111111111111111111111111101111111111111111011111111111111111101111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111111110111111111111110111111111111111111101111111111111111111111101111111111111111111111111111111111111	1032
