gene	FXS_x	NL_x	mean_diff	FXS_y	NL_y	cv_FXS_zscore	cv_NL_zscore
ACSL3	35.4491975	13.354035999999999	22.095161499999996	0.5630732308297125	0.6964632492849868	0.1679666610844718	0.6851793691312301
ACSL4	147.64724999999999	149.8094	-2.1621500000000253	0.10468233659630341	0.12942312880833765	-1.6094196718361695	-1.513488564790863
ACSL5	116.635925	58.32282	58.313105	0.49805503476633217	0.2647966849314203	-0.0841379390024648	-0.9885847948448674
ACSL6	74.099	24.404574	49.69442600000001	0.5386481330986642	0.43387235260228646	0.07325964261278568	-0.33300287834499226
ACSM1	81.904275	77.44294	4.461335000000005	0.18908656541866758	0.40057434468828534	-1.2821467599244682	-0.46211413453345657
ACSM2A	145.549	202.52640000000002	-56.97740000000002	0.11885671309227402	0.2074311819821125	-1.5544592802172614	-1.2110164840557371
ACSM2B	101.59995	128.14294	-26.542990000000003	0.3019169590828314	0.25654052328049337	-0.8446529044408873	-1.0205976229035087
ACSM3	140.43575	146.08366	-5.647909999999996	0.14268120963916783	0.23540343778682127	-1.4620810609204309	-1.1025555486538798
ACSM4	156.025925	98.76676	57.259164999999996	0.2960221460710882	0.21537205498029652	-0.8675097286361344	-1.1802261709932702
ACSM5	107.297575	150.8408	-43.54322500000001	0.243132469855006	0.13311095399720674	-1.0725866375399913	-1.4991892185966977
ACSM6	159.681	143.2964	16.384600000000006	0.1988771088522877	0.11294038494795144	-1.244184448042414	-1.5773995281957438
ACSS1	41.38816	14.082614000000001	27.305546	0.6367241113964547	0.4717781857657901	0.45354403658146775	-0.18602502461721854
ACSS2	18.255845	3.8648756	14.390969400000001	0.43513043619866826	0.7032009325134762	-0.32812472605616855	0.7113043778007255
ACSS3	203.4115	133.56279999999998	69.84870000000001	0.4603532456873972	0.2532689389421327	-0.230324622635483	-1.0332830173193905
ACTA1	38.416975	17.99631	20.420665	0.2440737001181445	0.575260308609718	-1.0689370672128333	0.21522140753978186
ACTA2	66.714625	22.712600000000002	44.002024999999996	0.6511963688844679	0.38506793696883396	0.50965944591725	-0.5222394064355949
ACTB	7.15619725	5.50578	1.6504172500000003	0.8454343023037602	0.9641893072702997	1.262806710702157	1.723272931669394
ACTBL2	118.08615	77.17836	40.907790000000006	0.4907864481383487	0.30863086770537684	-0.11232149739062346	-0.8186200805425268
ACTC1	78.087025	51.944	26.143024999999994	0.41836559206049895	0.33967116083372284	-0.39312951829698944	-0.6982629934576332
ACTG1	17.72668	25.5088	-7.782119999999999	0.8432874592148074	0.7521703307713389	1.2544824407106883	0.9011806172500944
ACTG2	49.97435	22.52344	27.45091	0.3800374004608856	0.4653080050463476	-0.5417450444161194	-0.21111280652330505
ACTL10	11.4028875	7.062752000000001	4.3401355	0.2881827807512616	0.9949345897289128	-0.8979064510700163	1.8424861305596367
